"ProductCode","ProductName","ProductVersion","OpSystemCode","MfgCode","Language","ApplicationType"
1,"Norton Utilities","2.0 WinNT 4.0","WINNT","SYM","English","Utility"
2,"CRT","2.4","Gen","Unknown","English","Telnet"
7,"Harvard Graphics","3.0 Upgrade","DOS","SPC","English","Presentation"
8,"ScreenShow","N/A","DOS","SPC","English","Screen Saver"
9,"Norton Utilities","8","DOS","SYM","English","Utility"
9,"Norton Utilities","8","Gen","SYM","English","Utility"
9,"Norton Utilities","8","WIN","SYM","English","Utility"
14,"FastTrackSchedule","Windows","WIN","AEC","English","Calendar"
16,"Report Writer","N/A","DOS","CLA","English","Reports"
16,"Report Writer","N/A","DOS2.1","CLA","English","Reports"
16,"Report Writer","N/A","DOS2.11","CLA","English","Reports"
16,"Report Writer","N/A","DOS3.1","CLA","English","Reports"
16,"Report Writer","N/A","DOS3.3","CLA","English","Reports"
16,"Report Writer","N/A","DOS3.5","CLA","English","Reports"
16,"Report Writer","N/A","MSDOS5","CLA","English","Reports"
16,"Report Writer","N/A","dos621","CLA","English","Reports"
17,"R&R Report Writer","4","DOS","CDS","English","Reports"
17,"R&R Report Writer","4","DOS3.1","CDS","English","Reports"
17,"R&R Report Writer","4","DOS3.3","CDS","English","Reports"
17,"R&R Report Writer","4","DOS3.5","CDS","English","Reports"
17,"R&R Report Writer","4","DOS6.22","CDS","English","Reports"
17,"R&R Report Writer","4","DOS6.3","CDS","English","Reports"
17,"R&R Report Writer","4","MSDOS5","CDS","English","Reports"
17,"R&R Report Writer","4","dos621","CDS","English","Reports"
18,".eXML","1.1","WINNT4.0","EXCELON","English","eBusiness"
19,"1-2-3 - evaluation copy","Release 4","WIN","Lotus","English","Spreadsheet"
22,"FinePrint","1.2","Gen","FinePrint","English","Utility"
25,"Windows 3.1","NA","WIN31","Microsoft","English","Operating System"
27,"WordPerfect","5.1","DOS","WordPerfect","English","Word Processor"
29,"FaceLift","2.0","DOS","Bitstream","English","Font Utility"
31,"Procomm Plus","N/A","DOS","Procomm","English","Communications"
31,"Procomm Plus","N/A","DOS2.1","Procomm","English","Communications"
31,"Procomm Plus","N/A","DOS2.11","Procomm","English","Communications"
31,"Procomm Plus","N/A","DOS3.1","Procomm","English","Communications"
31,"Procomm Plus","N/A","DOS3.3","Procomm","English","Communications"
31,"Procomm Plus","N/A","DOS3.5","Procomm","English","Communications"
31,"Procomm Plus","N/A","DOS6.22","Procomm","English","Communications"
31,"Procomm Plus","N/A","DOS6.3","Procomm","English","Communications"
31,"Procomm Plus","N/A","MSDOS5","Procomm","English","Communications"
31,"Procomm Plus","N/A","dos621","Procomm","English","Communications"
32,"Street Atlas USA","4.0","WIN","DeLorme","English","Utility"
32,"Street Atlas USA","4.0","WIN31","DeLorme","English","Utility"
32,"Street Atlas USA","4.0","WIN95","DeLorme","English","Utility"
32,"Street Atlas USA","4.0","WIN98","DeLorme","English","Utility"
33,"Remove-It-98","N/A","WIN","Quarterdeck","English","Utility"
33,"Remove-It-98","N/A","WIN31","Quarterdeck","English","Utility"
33,"Remove-It-98","N/A","WIN95","Quarterdeck","English","Utility"
33,"Remove-It-98","N/A","WIN98","Quarterdeck","English","Utility"
34,"PartitionMagic","2.0","DOS","PowerQuest","English","Utility"
34,"PartitionMagic","2.0","Gen","PowerQuest","English","Utility"
34,"PartitionMagic","2.0","WIN","PowerQuest","English","Utility"
34,"PartitionMagic","2.0","WIN95","PowerQuest","English","Utility"
35,"LapLink","6.0","WIN","Traveling","English","Utility"
35,"LapLink","6.0","WIN31","Traveling","English","Utility"
35,"LapLink","6.0","WIN95","Traveling","English","Utility"
36,"PC Tools","8","DOS60","CentralPoint","English","Utility"
37,"Remove-It","3","WIN95","Quarterdeck","English","Utility"
38,"Parents Quide to Money","N/A","WIN","Intuit","English","Utility"
39,"Sound Blaster 16","N/A","DOS60","Creative","English","Sound Card"
39,"Sound Blaster 16","N/A","Gen","Creative","English","Sound Card"
39,"Sound Blaster 16","N/A","WIN31","Creative","English","Sound Card"
39,"Sound Blaster 16","N/A","WIN95","Creative","English","Sound Card"
40,"LANtastic","6.0","DOS3.1","Artisoft","English","Utility"
40,"LANtastic","6.0","Gen","Artisoft","English","Utility"
40,"LANtastic","6.0","WIN31","Artisoft","English","Utility"
41,"ARCserve/Solo","2.11","DOS","Cheyenne","English","Utility"
42,"Works","NA","WIN","Microsoft","English","Utility"
43,"XTreeGold","4","WIN31","CentralPoint","English","Utility"
44,"Easy CD Creator","N/A","WIN95","Adaptec","English","Utility"
45,"Quick View Plus","4.0.1","WIN95","Inso","English","Utility"
46,"Acrobat Reader","4.0","WIN","Adobe","English","Utility"
46,"Acrobat Reader","4.0","WIN9X","Adobe","English","Utility"
46,"Acrobat Reader","4.0","WINNT4.0","Adobe","English","Utility"
47,"Frame Viewer","6.0","WIN2000","Adobe","English","Utility"
47,"Frame Viewer","6.0","WIN9X","Adobe","English","Utility"
47,"Frame Viewer","6.0","WINME","Adobe","English","Utility"
47,"Frame Viewer","6.0","WINNT4.0","Adobe","English","Utility"
47,"Frame Viewer","6.0","WINXP","Adobe","English","Utility"
47,"Frame Viewer","6.0","XWIN","Adobe","English","Utility"
48,"FrameMaker","6.0","Gen","Adobe","English","Presentation"
48,"FrameMaker","6.0","Mac","Adobe","English","Presentation"
48,"FrameMaker","6.0","WIN2000","Adobe","English","Presentation"
48,"FrameMaker","6.0","WIN95","Adobe","English","Presentation"
48,"FrameMaker","6.0","WINNT4.0","Adobe","English","Presentation"
49,"FrameMaker+SGML","6.0","WIN","Adobe","English","Presentation"
49,"FrameMaker+SGML","6.0","WIN2000","Adobe","English","Presentation"
49,"FrameMaker+SGML","6.0","WIN95","Adobe","English","Presentation"
49,"FrameMaker+SGML","6.0","WINNT4.0","Adobe","English","Presentation"
50,"HOTDOG","2.0","WIN","Microsoft","English","Web Builder"
50,"HOTDOG","2.0","WIN31","Microsoft","English","Web Builder"
50,"HOTDOG","2.0","WIN95","Microsoft","English","Web Builder"
51,"ABC FlowCharter","3.0","WIN31","Micrographx","English","Utility"
52,"PowerPoint","4.0","WIN","Microsoft","English","Presentation"
53,"AfterEffects","4.1","WIN","Adobe","English","Graphic/Drawing"
53,"AfterEffects","4.1","WIN98","Adobe","English","Graphic/Drawing"
53,"AfterEffects","4.1","WINNT4.0","Adobe","English","Graphic/Drawing"
54,"PageMaker","6.5 Plus","WIN","Adobe","English","Utility"
54,"PageMaker","6.5 Plus","WIN9X","Adobe","English","Utility"
54,"PageMaker","6.5 Plus","WINNT4.0","Adobe","English","Utility"
55,"InDesign","1.5","WIN","Adobe","English","Publishing"
55,"InDesign","1.5","WIN2000","Adobe","English","Publishing"
55,"InDesign","1.5","WIN98","Adobe","English","Publishing"
55,"InDesign","1.5","WINNT4.0","Adobe","English","Publishing"
56,"Photoshop","5.5","WIN","Adobe","English","Graphic/Drawing"
56,"Photoshop","5.5","WIN95","Adobe","English","Graphic/Drawing"
56,"Photoshop","5.5","WIN98","Adobe","English","Graphic/Drawing"
56,"Photoshop","5.5","WINNT4.0","Adobe","English","Graphic/Drawing"
57,"Premiere","5.1","WIN","Adobe","English","Video"
57,"Premiere","5.1","WIN95","Adobe","English","Video"
57,"Premiere","5.1","WINNT4.0","Adobe","English","Video"
59,"GoLive","4.0","WIN","Adobe","English","Web Builder"
59,"GoLive","4.0","WIN98","Adobe","English","Web Builder"
59,"GoLive","4.0","WINNT4.0","Adobe","English","Web Builder"
60,"Illustrator","9.0","WIN","Adobe","English","Graphic/Drawing"
60,"Illustrator","9.0","WIN2000","Adobe","English","Graphic/Drawing"
60,"Illustrator","9.0","WIN98","Adobe","English","Graphic/Drawing"
60,"Illustrator","9.0","WINNT4.0","Adobe","English","Graphic/Drawing"
61,"Publisher","CD Deluxe","WIN","Microsoft","English","Publishing"
62,"LiveMotion","N/A","WIN","Adobe","English","Web Utility"
62,"LiveMotion","N/A","WIN2000","Adobe","English","Web Utility"
62,"LiveMotion","N/A","WIN98","Adobe","English","Web Utility"
62,"LiveMotion","N/A","WINNT4.0","Adobe","English","Web Utility"
65,"WordPerfect","6.1Upgrade Disk","WIN","Novell","English","Word Processor"
68,"America Online","5.0","WIN","AOL","English","Web Browser"
68,"America Online","5.0","WIN31","AOL","English","Web Browser"
68,"America Online","5.0","WIN95","AOL","English","Web Browser"
68,"America Online","5.0","WIN98","AOL","English","Web Browser"
68,"America Online","5.0","WIN9X","AOL","English","Web Browser"
69,"Type Manager","4.1","mac851","Adobe","English","Font Utility"
69,"Type Manager","4.1","mac86","Adobe","English","Font Utility"
69,"Type Manager","4.1","mac90","Adobe","English","Font Utility"
70,"Type Manager","4.1","WIN2000","Adobe","English","Font Utility"
70,"Type Manager","4.1","WIN95","Adobe","English","Font Utility"
70,"Type Manager","4.1","WINNT4.0","Adobe","English","Font Utility"
70,"Type Manager","4.1","mac851","Adobe","English","Font Utility"
70,"Type Manager","4.1","mac86","Adobe","English","Font Utility"
70,"Type Manager","4.1","mac90","Adobe","English","Font Utility"
71,"Web Publisher","Standard Ed.","WIN","Adobe","English","Web Builder"
71,"Web Publisher","Standard Ed.","WIN2000","Adobe","English","Web Builder"
71,"Web Publisher","Standard Ed.","WIN95","Adobe","English","Web Builder"
71,"Web Publisher","Standard Ed.","WINNT4.0","Adobe","English","Web Builder"
72,"Web Publisher","Standard Ed.","Gen","Adobe","English","Web Builder"
72,"Web Publisher","Standard Ed.","Mac","Adobe","English","Web Builder"
72,"Web Publisher","Standard Ed.","WIN2000","Adobe","English","Web Builder"
72,"Web Publisher","Standard Ed.","WIN95","Adobe","English","Web Builder"
72,"Web Publisher","Standard Ed.","WINNT4.0","Adobe","English","Web Builder"
73,"Acrobat Reader","4.05","WIN2000","Adobe","English","Utility"
73,"Acrobat Reader","4.05","WIN98","Adobe","English","Utility"
73,"Acrobat Reader","4.05","WINNT4.0","Adobe","English","Utility"
75,"Type Manager","4.0","WIN2000","Adobe","English","Font Utility"
75,"Type Manager","4.0","WIN98","Adobe","English","Font Utility"
75,"Type Manager","4.0","WINNT4.0","Adobe","English","Font Utility"
76,"Post Script","4.4","WIN2000","Adobe","English","Unknown"
76,"Post Script","4.4","WIN98","Adobe","English","Unknown"
76,"Post Script","4.4","WINNT","Adobe","English","Unknown"
77,"Acrobat Reader","4.05","WIN2000","Adobe","English","Utility"
77,"Acrobat Reader","4.05","WIN98","Adobe","English","Utility"
77,"Acrobat Reader","4.05","WINNT","Adobe","English","Utility"
78,"PostScript Driver","4.3","WIN2000","Adobe","English","Unknown"
78,"PostScript Driver","4.3","WIN98","Adobe","English","Unknown"
78,"PostScript Driver","4.3","WINNT","Adobe","English","Unknown"
79,"Office Manager","4.2","WIN","Microsoft","English","Suite"
83,"Office for Windows Special Upgrade","2.0","WIN","Borland","English","Suite"
88,"Stamps.com","2.0","WIN","Stamp","English","eBusiness"
88,"Stamps.com","2.0","WIN95","Stamp","English","eBusiness"
88,"Stamps.com","2.0","WIN98","Stamp","English","eBusiness"
88,"Stamps.com","2.0","WINNT4.0","Stamp","English","eBusiness"
89,"Active Perl","Build 617","UNK","Unknown","English","Programming Language"
109,"America Online","5.0!","Gen","AOL","English","Web Browser"
109,"America Online","5.0!","Mac","AOL","English","Web Browser"
109,"America Online","5.0!","WIN31","AOL","English","Web Browser"
110,"Word","2.0c","WIN","Microsoft","English","Word Processor"
111,"FrameMaker","6.0","Unix","Adobe","English","Presentation"
112,"FrameMaker+SGML","6.0","Unix","Adobe","English","Presentation"
113,"Acrobat Messenger","1.0","WINNT4.0","Adobe","English","E-mail"
114,"Acrobat Reader","4.0","Mac","Adobe","English","Utility"
115,"Illustrator","9.0","Mac","Adobe","English","Graphic/Drawing"
116,"Acrobat Reader","3.0","Mac","Adobe","English","Utility"
117,"Windows","3.11","WIN","Microsoft","English","Operating System"
118,"WordPerfect","6.0a Upgrade","WIN31","WordPerfect","English","Word Processor"
119,"Riven","N/A","WIN95","RedOrb","English","Game,Videogame"
120,"Master of ORION II Battle at Antares","N/A","DOS","MICROPROSE","English","Game,Videogame"
120,"Master of ORION II Battle at Antares","N/A","DOS2.1","MICROPROSE","English","Game,Videogame"
120,"Master of ORION II Battle at Antares","N/A","DOS2.11","MICROPROSE","English","Game,Videogame"
120,"Master of ORION II Battle at Antares","N/A","DOS3.1","MICROPROSE","English","Game,Videogame"
120,"Master of ORION II Battle at Antares","N/A","DOS3.3","MICROPROSE","English","Game,Videogame"
120,"Master of ORION II Battle at Antares","N/A","DOS3.5","MICROPROSE","English","Game,Videogame"
120,"Master of ORION II Battle at Antares","N/A","DOS6.3","MICROPROSE","English","Game,Videogame"
120,"Master of ORION II Battle at Antares","N/A","Gen","MICROPROSE","English","Game,Videogame"
120,"Master of ORION II Battle at Antares","N/A","WIN95","MICROPROSE","English","Game,Videogame"
121,"Family Tree Maker","6.0","WIN","Broderbund","English","Utility"
122,"Majesty","Demo","WIN95","MICROPROSE","English","Game,Videogame"
122,"Majesty","Demo","WIN98","MICROPROSE","English","Game,Videogame"
122,"Majesty","Demo","WIN9X","MICROPROSE","English","Game,Videogame"
123,"FrameMaker","3.0","WIN","Frame","English","Utility"
124,"Toolkit","3.2","WIN31","MKS","English","Utility"
125,"Print Shop","IBM/Tandy","DOS2.11","Broderbund","English","Graphic/Drawing"
126,"WordPerfect","6.0","WIN","WordPerfect","English","Word Processor"
127,"WordPerfect Draw","2.1","WIN","WordPerfect","English","Graphic/Drawing"
128,"Quicken","CD-Rom DeluxeEd","WIN","Intuit","English","Utility"
129,"War Birds","2.01","WIN95","iMagic","English","Game,Videogame"
130,"Get Set to Learn","N/A","Gen","CreativeWonders","English","Educational"
130,"Get Set to Learn","N/A","MSDOS5","CreativeWonders","English","Educational"
130,"Get Set to Learn","N/A","WIN31","CreativeWonders","English","Educational"
130,"Get Set to Learn","N/A","WIN95","CreativeWonders","English","Educational"
131,"My First Amazing World Explorer","N/A","Gen","Creative","English","Game,Videogame"
131,"My First Amazing World Explorer","N/A","Mac","Creative","English","Game,Videogame"
131,"My First Amazing World Explorer","N/A","WIN","Creative","English","Game,Videogame"
132,"Heart of Darkness","Demo1","WIN95","Virgin","English","Game,Videogame"
133,"Twinsens Odyssey","N/A","DOS","Activision","English","Game,Videogame"
133,"Twinsens Odyssey","N/A","Gen","Activision","English","Game,Videogame"
133,"Twinsens Odyssey","N/A","WIN95","Activision","English","Game,Videogame"
134,"Madden NFL 97","N/A","DOS6.22","ElectronicArts","English","Game,Videogame"
134,"Madden NFL 97","N/A","Gen","ElectronicArts","English","Game,Videogame"
134,"Madden NFL 97","N/A","WIN95","ElectronicArts","English","Game,Videogame"
135,"Moto Racer","N/A","WIN95","ElectronicArts","English","Game,Videogame"
136,"Claw","1.0","WIN95","Monolith","English","Game,Videogame"
137,"Iron Helix","N/A","WIN31","Spectrum","English","Game,Videogame"
138,"Sim City 2000","2000","WIN","Maxis","English","Game,Videogame"
138,"Sim City 2000","2000","WIN31","Maxis","English","Game,Videogame"
138,"Sim City 2000","2000","WIN95","Maxis","English","Game,Videogame"
138,"Sim City 2000","2000","WIN98","Maxis","English","Game,Videogame"
139,"Triple Play 97","N/A","Gen","ElectronicArts","English","Game,Videogame"
139,"Triple Play 97","N/A","MSDOS5","ElectronicArts","English","Game,Videogame"
139,"Triple Play 97","N/A","WIN95","ElectronicArts","English","Game,Videogame"
140,"Windows","3.0  (3.5)","WIN30","Microsoft","English","Operating System"
143,"Windows","98 Second Ed.","WIN98","Microsoft","English","Operating System"
144,"Windows","98 Upgrade","WIN98","Microsoft","English","Operating System"
145,"Windows NT Workstation","4.0 Upgrade","WINNT4.0","Microsoft","English","Operating System"
146,"Windows","95 Upgrade","WIN95","Microsoft","English","Operating System"
147,"MSDN Disc 0421","January 2001","WINNT4.0","Microsoft","English","MSDN Library of Operating Systems"
148,"Windows NT","3.1","winnt31","Microsoft","English","Operating System"
149,"BackOffice Server","4.5 Upgrade","WINNT4Server","Microsoft","English","Operating System"
150,"Office","4.0 Standard","DOS","Microsoft","English","Suite"
150,"Office","4.0 Standard","Gen","Microsoft","English","Suite"
150,"Office","4.0 Standard","WIN","Microsoft","English","Suite"
151,"Word","6.0","DOS3.1","Microsoft","English","Word Processor"
151,"Word","6.0","WIN31","Microsoft","English","Word Processor"
152,"Excel","4.0","DOS3.1","Microsoft","English","Spreadsheet"
152,"Excel","4.0","WIN31","Microsoft","English","Spreadsheet"
153,"PowerPoint","3.0","DOS3.1","Microsoft","English","Presentation"
153,"PowerPoint","3.0","WIN31","Microsoft","English","Presentation"
154,"MS DOS","6.22","DOS6.22","Microsoft","English","Operating System"
155,"Office","4.3Professional","WIN","Microsoft","English","Suite"
156,"Word","6.0","DOS3.1","Microsoft","English","Word Processor"
156,"Word","6.0","WIN31","Microsoft","English","Word Processor"
157,"Excel","5.0","DOS3.1","Microsoft","English","Spreadsheet"
157,"Excel","5.0","WIN31","Microsoft","English","Spreadsheet"
158,"PowerPoint","4.0","DOS3.1","Microsoft","English","Presentation"
158,"PowerPoint","4.0","WIN31","Microsoft","English","Presentation"
159,"Access","2.0","DOS3.1","Microsoft","English","Database Management System"
159,"Access","2.0","WIN31","Microsoft","English","Database Management System"
160,"Office","97 Standard","WIN","Microsoft","English","Suite"
160,"Office","97 Standard","WIN95","Microsoft","English","Suite"
160,"Office","97 Standard","WIN98","Microsoft","English","Suite"
160,"Office","97 Standard","WINME","Microsoft","English","Suite"
160,"Office","97 Standard","WINNT","Microsoft","English","Suite"
161,"Office","4.2 Standard","DOS3.1","Microsoft","English","Suite"
161,"Office","4.2 Standard","DOS3.3","Microsoft","English","Suite"
161,"Office","4.2 Standard","DOS3.5","Microsoft","English","Suite"
161,"Office","4.2 Standard","DOS6.22","Microsoft","English","Suite"
161,"Office","4.2 Standard","DOS6.3","Microsoft","English","Suite"
161,"Office","4.2 Standard","WIN","Microsoft","English","Suite"
161,"Office","4.2 Standard","WIN2000","Microsoft","English","Suite"
161,"Office","4.2 Standard","WIN31","Microsoft","English","Suite"
161,"Office","4.2 Standard","WIN311","Microsoft","English","Suite"
161,"Office","4.2 Standard","WIN95","Microsoft","English","Suite"
161,"Office","4.2 Standard","WIN98","Microsoft","English","Suite"
162,"Windows","98 New Version","WIN98","Microsoft","English","Operating System"
163,"Windows","95 Upgrade Sam.","WIN95","Microsoft","English","Operating System"
165,"WordPerfect","6.1 Upgrade CD","WIN","Novell","English","Word Processor"
165,"WordPerfect","6.1 Upgrade CD","WIN31","Novell","English","Word Processor"
165,"WordPerfect","6.1 Upgrade CD","WIN311","Novell","English","Word Processor"
165,"WordPerfect","6.1 Upgrade CD","WIN95","Novell","English","Word Processor"
165,"WordPerfect","6.1 Upgrade CD","WIN98","Novell","English","Word Processor"
166,"DESQview","2.6","DOS","Quarterdeck","English","Unknown"
166,"DESQview","2.6","Gen","Quarterdeck","English","Unknown"
166,"DESQview","2.6","WIN","Quarterdeck","English","Unknown"
167,"Harvard Graphics","2.0","DOS3.1","SPC","English","Presentation"
167,"Harvard Graphics","2.0","WIN31","SPC","English","Presentation"
168,"1-2-3","3.4","DOS","Lotus","English","Spreadsheet"
169,"dBASE","III Plus","DOS","Borland","English","Database Management System"
170,"dBASE","For Windows 5.0","WIN","Borland","English","Database Management System"
171,"dBASE","5.0 Upgrade","WIN","Borland","English","Database Management System"
183,"Office","7.0 Standard","WIN","Microsoft","English","Suite"
183,"Office","7.0 Standard","WIN95","Microsoft","English","Suite"
183,"Office","7.0 Standard","WINNT","Microsoft","English","Suite"
184,"Office","7.0Professional","WIN95","Microsoft","English","Suite"
185,"Oracle8i Lite","4.0.0.1.0","WIN","Oracle","English","Database Management System"
185,"Oracle8i Lite","4.0.0.1.0","WIN95","Oracle","English","Database Management System"
185,"Oracle8i Lite","4.0.0.1.0","WIN98","Oracle","English","Database Management System"
185,"Oracle8i Lite","4.0.0.1.0","WINNT","Oracle","English","Database Management System"
186,"Oracle8i Lite","4.0.0.2.0","WIN","Oracle","English","Database Management System"
186,"Oracle8i Lite","4.0.0.2.0","WIN95","Oracle","English","Database Management System"
186,"Oracle8i Lite","4.0.0.2.0","WIN98","Oracle","English","Database Management System"
186,"Oracle8i Lite","4.0.0.2.0","WINNT","Oracle","English","Database Management System"
187,"Software Technology Conference","12","Gen","STSC","English","Conference"
190,"Windows","3.1 (3.5)","WIN31","Microsoft","English","Operating System"
191,"Windows","3.1 (5.25)","WIN31","Microsoft","English","Operating System"
193,"PhotoSoap2","2.5","Gen","ScanSoft","English","Presentation"
193,"PhotoSoap2","2.5","Mac","ScanSoft","English","Presentation"
193,"PhotoSoap2","2.5","WIN","ScanSoft","English","Presentation"
194,"R&R Report Writer","Xbase","DOS","CDS","English","Reports"
195,"SuperGoo","1.5","Mac","ScanSoft","English","Presentation"
195,"SuperGoo","1.5","WIN","ScanSoft","English","Presentation"
196,"PowerShow","1.5","Gen","ScanSoft","English","Presentation"
196,"PowerShow","1.5","Mac","ScanSoft","English","Presentation"
196,"PowerShow","1.5","WIN","ScanSoft","English","Presentation"
197,"Office","4.2 NT Standard","WIN95","Microsoft","English","Suite"
198,"Paint Shop Pro","7","WIN","Jasc","English","Graphic/Drawing"
198,"Paint Shop Pro","7","WIN2000","Jasc","English","Graphic/Drawing"
198,"Paint Shop Pro","7","WIN95","Jasc","English","Graphic/Drawing"
198,"Paint Shop Pro","7","WIN98","Jasc","English","Graphic/Drawing"
198,"Paint Shop Pro","7","WINNT4.0","Jasc","English","Graphic/Drawing"
199,"Word","6.0","WIN95","Microsoft","English","Word Processor"
200,"Naturally Speaking","5","WIN","Dragon","English","Communications"
200,"Naturally Speaking","5","WIN2000","Dragon","English","Communications"
200,"Naturally Speaking","5","WIN98","Dragon","English","Communications"
200,"Naturally Speaking","5","WIN9X","Dragon","English","Communications"
200,"Naturally Speaking","5","WINME","Dragon","English","Communications"
200,"Naturally Speaking","5","WINNT4.0","Dragon","English","Communications"
201,"JBuilder","3 Standard","WIN","Borland","English","Visual Development"
201,"JBuilder","3 Standard","WIN95","Borland","English","Visual Development"
201,"JBuilder","3 Standard","WIN98","Borland","English","Visual Development"
201,"JBuilder","3 Standard","WINNT","Borland","English","Visual Development"
202,"Excel","5.0","WIN95","Microsoft","English","Spreadsheet"
203,"ClickArt","Windows","WIN","Broderbund","English","Graphic/Drawing"
203,"ClickArt","Windows","WIN95","Broderbund","English","Graphic/Drawing"
203,"ClickArt","Windows","WIN98","Broderbund","English","Graphic/Drawing"
203,"ClickArt","Windows","WINNT","Broderbund","English","Graphic/Drawing"
204,"PowerPoint","4.0","WINNT","Microsoft","English","Presentation"
206,"Traffic Builder","N/A","WIN","Intelliquis","English","Internet"
206,"Traffic Builder","N/A","WIN2000","Intelliquis","English","Internet"
206,"Traffic Builder","N/A","WIN95","Intelliquis","English","Internet"
206,"Traffic Builder","N/A","WIN98","Intelliquis","English","Internet"
206,"Traffic Builder","N/A","WINNT","Intelliquis","English","Internet"
207,"Word","2.0c","DOS3.1","Microsoft","English","Word Processor"
207,"Word","2.0c","DOS3.3","Microsoft","English","Word Processor"
207,"Word","2.0c","DOS3.5","Microsoft","English","Word Processor"
207,"Word","2.0c","DOS6.22","Microsoft","English","Word Processor"
207,"Word","2.0c","DOS6.3","Microsoft","English","Word Processor"
207,"Word","2.0c","Gen","Microsoft","English","Word Processor"
207,"Word","2.0c","WIN","Microsoft","English","Word Processor"
207,"Word","2.0c","WIN95","Microsoft","English","Word Processor"
208,"FrontPage","2000 Trial","WIN","Microsoft","English","Web Builder"
208,"FrontPage","2000 Trial","WIN2000","Microsoft","English","Web Builder"
208,"FrontPage","2000 Trial","WIN95","Microsoft","English","Web Builder"
208,"FrontPage","2000 Trial","WIN98","Microsoft","English","Web Builder"
208,"FrontPage","2000 Trial","WIN9X","Microsoft","English","Web Builder"
208,"FrontPage","2000 Trial","WINNT","Microsoft","English","Web Builder"
209,"PowerPoint","3.0","WIN95","Microsoft","English","Presentation"
209,"PowerPoint","3.0","WIN98","Microsoft","English","Presentation"
209,"PowerPoint","3.0","WIN9X","Microsoft","English","Presentation"
210,"Picture Publisher","8","WIN","Micrographx","English","Graphic/Drawing"
210,"Picture Publisher","8","WIN95","Micrographx","English","Graphic/Drawing"
210,"Picture Publisher","8","WINNT","Micrographx","English","Graphic/Drawing"
212,"QuickBooks Pro","2000","WIN","Intuit","English","Business Management"
212,"QuickBooks Pro","2000","WIN95","Intuit","English","Business Management"
212,"QuickBooks Pro","2000","WIN98","Intuit","English","Business Management"
212,"QuickBooks Pro","2000","WINNT4.0","Intuit","English","Business Management"
213,"Excel","4.0a","WIN95","Microsoft","English","Spreadsheet"
213,"Excel","4.0a","WIN98","Microsoft","English","Spreadsheet"
213,"Excel","4.0a","WIN9X","Microsoft","English","Spreadsheet"
214,"PartitionMagic","5.0","WIN","PowerQuest","English","Utility"
214,"PartitionMagic","5.0","WIN95","PowerQuest","English","Utility"
214,"PartitionMagic","5.0","WIN98","PowerQuest","English","Utility"
214,"PartitionMagic","5.0","WINNT","PowerQuest","English","Utility"
215,"Windows 3.1 DOS","3.1 DOS","WIN31","Microsoft","English","Operating System"
216,"BootMagic","N/A","WIN","PowerQuest","English","Utility"
216,"BootMagic","N/A","WIN95","PowerQuest","English","Utility"
216,"BootMagic","N/A","WIN98","PowerQuest","English","Utility"
216,"BootMagic","N/A","WINNT","PowerQuest","English","Utility"
217,"Procomm Plus","4.8","WIN","SYM","English","Networking"
217,"Procomm Plus","4.8","WIN2000","SYM","English","Networking"
217,"Procomm Plus","4.8","WIN95","SYM","English","Networking"
217,"Procomm Plus","4.8","WIN98","SYM","English","Networking"
217,"Procomm Plus","4.8","WINNT","SYM","English","Networking"
218,"MS DOS","6.21 Upgrade","dos621","Microsoft","English","Operating System"
219,"eXpressForms","2000","WIN","Mips","English","Utility"
219,"eXpressForms","2000","WIN2000","Mips","English","Utility"
219,"eXpressForms","2000","WIN95","Mips","English","Utility"
219,"eXpressForms","2000","WIN98","Mips","English","Utility"
219,"eXpressForms","2000","WINNT","Mips","English","Utility"
220,"MS Dos","6.22 Upgrade","DOS6.22","Microsoft","English","Operating System"
221,"Maple","Release 3","Unix","WMS","English","Mathematics"
222,"Calendar Creator Deluxe","7","WIN","Broderbund","English","Calendar"
222,"Calendar Creator Deluxe","7","WIN95","Broderbund","English","Calendar"
222,"Calendar Creator Deluxe","7","WIN98","Broderbund","English","Calendar"
222,"Calendar Creator Deluxe","7","WINNT","Broderbund","English","Calendar"
223,"Animation Shop","3","WIN","Jasc","English","Graphic/Drawing"
223,"Animation Shop","3","WIN2000","Jasc","English","Graphic/Drawing"
223,"Animation Shop","3","WIN95","Jasc","English","Graphic/Drawing"
223,"Animation Shop","3","WIN98","Jasc","English","Graphic/Drawing"
223,"Animation Shop","3","WINNT4.0","Jasc","English","Graphic/Drawing"
224,"Create Resumes","N/A","WIN95","Individual","English","Utility"
224,"Create Resumes","N/A","WIN98","Individual","English","Utility"
224,"Create Resumes","N/A","WIN9X","Individual","English","Utility"
225,"Post-it Software Notes","1.5","WIN95","SmartSaver","English","Business Management"
225,"Post-it Software Notes","1.5","WIN98","SmartSaver","English","Business Management"
225,"Post-it Software Notes","1.5","WIN9X","SmartSaver","English","Business Management"
226,"OpenLinux","2.3","Unix","Linux","English","Operating System"
227,"Access","95","WIN95","Microsoft","English","Database Management System"
228,"Gallery","750,000","WIN","Corel","English","Graphic/Drawing"
228,"Gallery","750,000","WIN95","Corel","English","Graphic/Drawing"
228,"Gallery","750,000","WIN98","Corel","English","Graphic/Drawing"
228,"Gallery","750,000","WINNT","Corel","English","Graphic/Drawing"
229,"Works","3.0","DOS","Microsoft","English","Utility"
229,"Works","3.0","Gen","Microsoft","English","Utility"
229,"Works","3.0","WIN","Microsoft","English","Utility"
